Temperature,DewPoint,Humidity,Load
28.8,14.26,10.4,3173.12
28.06,14.03,10.25,3479.28
27.38,13.85,10.13,3602.59
26.71,13.69,10.03,3584.79
26.03,13.66,10.01,3424.08
25.43,13.75,10.07,3181.11
24.86,13.85,10.13,3043.67
24.36,13.94,10.18,2938.61
24.63,14.02,10.23,2793.45
26.73,13.96,10.19,2667.54
29.66,13.39,9.81,2640.8
31.63,12.88,9.49,2523.95
33.33,12.61,9.31,2676.59
34.83,12.57,9.3,2749.53
36.39,12.7,9.38,2779.58
37.58,12.86,9.5,2820.77
38.25,12.94,9.56,2836.49
38.46,12.9,9.54,2993.58
38.37,12.68,9.42,3114.06
37.76,12.4,9.24,3099.93
36.66,12.16,9.1,3035.3
33.91,13.5,9.94,2932.33
32.19,13.02,9.61,2996.92
31.22,12.48,9.27,3144.67
30.31,12.23,9.11,3340.68
29.58,12.09,9.03,3614.98
29.08,12.02,8.99,3776.69
28.77,12.03,8.99,3698.77
28.32,12.13,9.06,3526.31
27.67,12.21,9.11,3355.86
27.07,12.32,9.17,3199.42
26.53,12.41,9.22,3064.83
26.69,12.65,9.36,2965.64
28.99,12.71,9.38,2839.98
32.47,12.94,9.53,2745.02
35,12.31,9.15,2629.78
36.61,11.69,8.78,2652.52
37.94,11.41,8.62,2712.85
39.24,11.35,8.59,2710.25
39.93,11.27,8.55,2775.04
40.12,11.07,8.44,2805.54
39.88,10.86,8.33,2929.83
39.08,10.87,8.33,3062.81
38.36,10.89,8.35,2911.15
37.3,10.91,8.36,2784.5
34.64,12.26,9.14,2725.24
32.88,11.63,8.76,2823.61
31.98,10.73,8.23,3009.17
31.09,9.99,7.82,3199.59
30.23,9.49,7.56,3472.84
29.38,9.27,7.45,3652.65
28.6,9.22,7.42,3604.24
27.86,9.29,7.46,3437.71
27.19,9.3,7.47,3263.46
26.6,9.27,7.46,3088.55
26.09,9.21,7.42,2950.35
26.43,9.27,7.45,2842.32
29.15,9.09,7.35,2730.64
32.67,8.64,7.13,2667.26
35.72,8.4,7.01,2594.7
37.33,8.62,7.11,2595.27
38.75,8.52,7.06,2667.47
39.91,8.2,6.91,2693.72
40.86,7.72,6.69,2758.56
41.42,7.23,6.47,2802.3
41.48,6.82,6.3,3013.49
41.01,6.63,6.22,3153.08
40.05,6.52,6.18,3133.33
38.59,6.56,6.2,3030.77
35.02,8.36,7.03,2903.6
33.01,8.64,7.16,2955.43
32.19,8.7,7.18,3179.69
32.07,8.64,7.14,3447.86
31.99,8.61,7.12,3834.47
31.43,8.51,7.08,4080.8
30.74,8.55,7.1,4019.38
29.73,8.39,7.03,3838.69
28.93,8.33,7,3612.66
28.43,8.57,7.11,3408.14
27.72,8.8,7.22,3252.71
27.87,9.02,7.33,3114.03
29.91,9.05,7.33,2973.08
32.18,8.39,7.02,2879.85
34.98,5.29,5.66,2847.43
35.13,4.98,5.52,2951.64
35.07,5.89,5.89,3098.81
35.07,6.41,6.12,3122.9
36.04,6.36,6.1,3137.51
37.47,6.03,5.97,3144.59
38.39,5.68,5.83,3243.91
38.56,5.22,5.65,3309.45
38.13,4.82,5.5,3239.01
37.06,4.86,5.52,3116.27
33.98,6.84,6.35,3009.76
32.92,8.06,6.9,3093.81
32.6,9.83,7.78,3259.29
32.08,11.34,8.58,3508.62
31.24,12.23,9.09,3909.09
30.25,12.73,9.4,4180.4
29.26,13.15,9.66,4069.04
28.35,13.62,9.96,3828.55
27.55,14.18,10.34,3611.77
26.92,14.88,10.82,3428.7
26.4,15.75,11.46,3279.99
26.22,16.72,12.2,3154.88
27.58,17.62,12.91,3035.1
29.89,17.68,12.93,2932.2
31.99,16.83,12.24,2858.68
33.57,15.33,11.1,2931.87
34.29,13.54,9.87,3046.85
34.17,12.58,9.28,3037.79
33.99,11.93,8.88,3003.79
33.92,11.45,8.62,2918.68
33.83,11.35,8.58,2926
33.48,11.58,8.73,2883.02
32.81,11.82,8.87,2766.1
31.87,12.11,9.05,2710.93
30.55,12.71,9.4,2713.8
29.53,13.35,9.8,2827.57
28.79,13.89,10.14,2892.86
27.83,14.46,10.53,2995.61
26.87,14.92,10.85,3178.4
26.29,15.32,11.13,3273.06
25.7,15.78,11.47,3210.05
25.1,16.3,11.87,3071.08
24.88,16.94,12.36,2950.82
24.58,17.44,12.77,2812.33
24.05,17.5,12.8,2694.46
23.64,17.26,12.6,2646.03
24.47,16.57,12.04,2600.58
26.75,15.81,11.47,2578.2
29.54,15.44,11.2,2560.64
31.46,15.62,11.35,2619.97
32.11,16.67,12.16,2716.01
31.48,18.19,13.42,2633.49
29.35,19.31,14.4,2625.17
27.4,19.93,14.97,2465.19
26.16,20.32,15.32,2330
25.46,20.67,15.66,2252.19
24.8,20.93,15.92,2209.84
24.15,21.2,16.18,2269.09
23.53,21.49,16.48,2344.45
23.22,21.64,16.64,2372.04
22.95,21.56,16.54,2313.12
22.59,21.3,16.28,2237.63
22.23,21,15.99,2171.97
21.96,20.76,15.76,2087.84
21.69,20.56,15.59,2026.15
21.43,20.37,15.4,1925.03
21.28,20.2,15.25,1915.75
21.26,20.16,15.21,1875.25
21.25,20.19,15.23,1867.59
21.46,20.26,15.29,1915.28
23.08,20.11,15.13,2027.11
25.32,19.3,14.37,2144.18
27.05,18.79,13.91,2261.68
28.51,18.48,13.64,2418.12
29.96,18.23,13.43,2527.31
31.35,18.01,13.25,2561.07
32.64,17.67,12.98,2564.82
33.6,17.16,12.57,2474.08
34.5,16.34,11.95,2472.58
34.92,15.04,10.99,2464.91
34.57,14.12,10.35,2453.2
32.99,16.48,12.1,2502.29
30.82,18.46,13.69,2519.87
30.44,16.73,12.24,2626
29.45,16.82,12.3,2689.09
27.45,17.62,12.94,2675.59
25.8,17.7,13,2683.05
24.99,17.32,12.69,2643.61
24.47,17.12,12.53,2549.93
23.94,17.1,12.51,2446.41
23.4,16.94,12.4,2367.77
22.88,16.81,12.29,2289.13
22.41,16.74,12.22,2254.71
22.72,17.1,12.49,2272.32
24.5,16.33,11.88,2275.66
25.94,17.46,12.77,2330.51
28.76,18.06,13.27,2344.81
31.46,17.1,12.46,2428.22
32.62,17.59,12.87,2494.6
33.42,18.15,13.33,2550.75
33.94,18.44,13.59,2554.94
34.27,18.51,13.65,2482.98
34.4,18.24,13.43,2487.55
34.27,17.92,13.16,2499.61
33.74,17.69,12.98,2496.83
32.69,18.22,13.43,2519.93
29.95,20.78,15.82,2536.09
27.97,20.67,15.63,2659.82
27.01,19.91,14.9,2733.07
26.26,19.37,14.41,2726.18
25.57,19.16,14.22,2765.74
24.96,19.24,14.3,2778.84
24.87,19.75,14.76,2704.5
24.56,20.15,15.13,2456.84
24.2,20.32,15.29,2163.65
23.88,20.3,15.27,2083.32
23.47,19.8,14.79,2072.15
23.61,18.85,13.94,2134.41
24.94,17.88,13.1,2196.76
26.41,18.2,13.37,2274.4
29.67,17.52,12.8,2298.83
32.52,16.82,12.23,2373.02
34.12,16.96,12.35,2477.83
35.22,17.18,12.53,2518.85
35.86,17.25,12.6,2512.83
36.11,17.2,12.57,2439.86
36.18,16.86,12.31,2437.27
35.88,16.35,11.93,2441.12
35.14,15.91,11.61,2461.36
33.68,16.62,12.15,2517.28
30.6,19.72,14.81,2547.05
29.36,19.25,14.35,2642.15
28.83,18.58,13.76,2769.33
28.28,17.99,13.23,2820.14
27.68,17.48,12.81,2896.5
27.02,17.11,12.51,2927.99
26.45,16.71,12.19,2837.11
25.91,16.28,11.86,2710.88
25.01,16.03,11.68,2605.44
23.63,16,11.65,2497.14
22.3,15.99,11.64,2425.93
22.23,16.36,11.91,2396.97
24.35,15.82,11.49,2405.96
26.66,15.31,11.11,2411.97
29.87,13.19,9.66,2376.6
31.78,12.35,9.13,2395.87
33.24,11.84,8.83,2468.8
34.24,11.13,8.44,2455.33
35.06,10.75,8.23,2478.51
35.52,10.99,8.38,2447.04
35.5,11.44,8.65,2487.39
34.98,11.88,8.92,2504.17
33.98,12.57,9.34,2455.96
32.37,14.31,10.46,2489.9
29.32,17.53,12.85,2499.33
27.74,17.19,12.57,2560.88
26.87,16.7,12.17,2648.19
26.05,16.24,11.81,2716.68
25.31,15.78,11.46,2788.75
24.59,15.29,11.11,2817.66
23.93,14.81,10.75,2755.59
23.32,14.34,10.44,2635.92
22.74,13.94,10.16,2524.02
22.24,13.6,9.95,2431.99
21.79,13.36,9.78,2368.89
22.13,13.38,9.79,2358.05
24.56,13.07,9.59,2379.48
27.05,13.34,9.75,2419.54
30.93,11.63,8.71,2460.41
33.08,11.26,8.5,2562.37
34.67,11.29,8.52,2699.19
35.91,11.18,8.47,2744.3
36.7,10.66,8.19,2738.91
37.12,9.94,7.8,2692.19
37.23,9.43,7.54,2738.35
36.94,9.28,7.47,2775.39
36.04,9.75,7.72,2759.94
33.94,12.51,9.32,2750.3
29.94,14.72,10.73,2704.45
28.12,14.52,10.59,2754.02
27.26,14.41,10.51,2872.15
26.42,14.17,10.34,2953.87
25.69,13.87,10.13,3121.69
25.04,13.62,9.96,3225.64
24.48,13.43,9.85,3142.88
23.96,13.36,9.8,2999.99
23.5,13.35,9.8,2864.69
23.05,13.37,9.81,2717.26
22.62,13.37,9.81,2605.65
23.15,13.64,10,2553.79
26.5,13.52,9.92,2540.02
29.32,13.45,9.87,2553.84
33.36,12.35,9.2,2552.66
35.81,11.09,8.44,2660.22
37.37,11.26,8.53,2823.82
38.67,11.22,8.52,2869.02
39.61,10.9,8.34,2877.54
40.15,10.51,8.14,2854.44
40.29,9.98,7.86,2950.82
39.87,9.53,7.63,3040.01
38.78,10.01,7.89,3026.77
36.2,14,10.35,2974
31.91,16.46,12.05,2860.98
30.16,16.28,11.9,2883.38
29.31,16.24,11.86,3065.61
28.52,16.06,11.73,3220.62
27.81,15.94,11.62,3450.06
27.14,15.76,11.49,3602.52
26.48,15.55,11.35,3532.58
25.89,15.31,11.18,3353.65
25.34,15.11,11.04,3188.19
24.91,15,10.96,3029.62
24.67,14.89,10.88,2915.23
25.35,15.52,11.33,2806.48
29,15.66,11.49,2747.71
31.64,13.4,9.87,2719.08
35.11,13.79,10.13,2669.77
37.9,12.11,9.05,2714.29
39.05,12.11,9.06,2820.66
39.89,12.5,9.29,2849.55
40.44,12.4,9.24,2881.2
40.68,12.05,9.04,2888.13
40.58,11.56,8.75,2927.5
40.09,11.14,8.52,2927.5
39.01,11.3,8.61,2927.5
36.62,14.81,10.93,2984.46
32.6,17.88,13.22,2967.34
31.09,17.01,12.49,3001.94
30.59,16.26,11.9,3211.1
30.23,15.37,11.24,3449.53
29.97,14.38,10.53,3801.42
29.75,13.55,9.98,4016.13
29.49,12.73,9.45,3924.52
29.01,12.4,9.25,3713.19
28.29,12.27,9.17,3512.47
27.44,12.16,9.11,3332.36
26.5,12.36,9.23,3164.67
26.14,13.51,9.97,3028.02
28.38,12.96,9.67,2900.59
30.21,11.67,8.8,2861.45
34.26,11.46,8.71,2839.23
38.29,9.2,7.45,2951.81
39.65,9.44,7.58,3134.78
40.58,9.78,7.76,3219.9
41.22,10.5,8.15,3299.6
41.53,10.79,8.31,3306.17
41.6,10.92,8.39,3510.58
41.32,10.83,8.34,3644.95
40.44,11.18,8.54,3595.81
38.56,14.74,10.93,3421.21
36.26,17.76,13.22,3235.65
35.35,15.38,11.29,3247.31
33.68,15.74,11.52,3515.58
31.66,16.14,11.8,3826.64
29.82,16.1,11.77,4220.78
28.36,15.68,11.45,4400.94
27.15,15.07,11.01,4261.94
26.1,14.41,10.55,4139.18
25.15,13.85,10.18,3952.54
24.24,13.47,9.92,3756.56
23.39,13.26,9.78,3540.77
23.48,13.31,9.81,3341.47
25.36,12.95,9.57,3119.96
27.75,13.61,9.97,2965.94
31.91,12.3,9.15,2948.41
35.26,11.75,8.82,3048.08
37.01,12.59,9.32,3259.45
38.47,13.02,9.6,3375.54
39.55,13.21,9.73,3528.25
40.25,13.53,9.94,3613.7
40.71,13.6,10,3872.81
40.81,13.33,9.83,4053.19
40.26,13.44,9.9,3982.6
38.71,15.36,11.26,3776.91
34.6,19.93,15.01,3541.12
32.43,18.63,13.81,3512.46
31.33,17.78,13.08,3832.47
30.36,17.44,12.79,4201.46
29.35,17.58,12.91,4602.63
28.37,18.1,13.34,4819.54
27.49,18.86,13.99,4639.08
26.77,19.61,14.68,4347.11
26.27,20.08,15.12,4078.37
25.97,20.3,15.31,3838.69
25.79,20.27,15.28,3621.57
25.94,20.23,15.22,3400.69
27.55,20.22,15.2,3174.14
29.84,20,14.98,3055.21
32.12,19.69,14.7,2932.42
34.29,19.54,14.55,2958.33
36.25,19.41,14.43,3001
37.68,19.28,14.33,3173.54
38.77,19.19,14.26,3315.06
39.52,19,14.11,3447.23
39.87,18.69,13.86,3723.95
39.81,18.2,13.44,3886.74
39.24,17.91,13.21,3829.91
37.64,19,14.16,3619.27
34.41,20.69,15.72,3381.96
32.88,20.17,15.2,3380.73
31.88,20.12,15.14,3705.88
30.82,20.22,15.23,4056.28
29.85,20.33,15.34,4379.95
28.92,20.48,15.47,4540.17
28.07,20.58,15.57,4433.67
27.31,20.61,15.61,4212.3
26.62,20.66,15.64,3972.58
25.99,20.72,15.69,3751.85
25.48,20.77,15.74,3532.98
25.33,20.84,15.81,3310.43
26.68,20.91,15.88,3099.29
28.94,21.21,16.15,2976.51
31.08,21.65,16.59,2868.21
32.97,21.87,16.83,2867.58
34.72,21.82,16.79,2971.18
36.5,21.52,16.5,3090.32
37.89,20.82,15.82,3256.48
38.89,19.99,15.03,3424.39
39.46,19.22,14.34,3723.02
39.44,18.78,13.95,3931.73
38.88,18.39,13.63,3823.26
37.72,18.94,14.1,3175.62
35.42,21.99,17.09,2890.68
33.44,22.17,17.24,2987.36
32.35,22.08,17.13,3277.81
31.5,21.9,16.93,3556.95
30.77,21.72,16.75,3972.22
30.08,21.52,16.55,4248.31
29.57,21.29,16.31,4194.96
29.1,21.07,16.09,4012.55
28.68,20.95,15.98,3806.56
28.45,20.96,15.98,3626.1
28.16,20.87,15.89,3466.53
28.42,20.84,15.86,3285.92
30.12,20.31,15.34,3120.68
32.74,20.09,15.12,3036.6
36,18.54,13.72,3025.53
37.63,17.6,12.93,3135.69
38.74,17.04,12.47,3367.74
39.67,16.54,12.1,3496.07
40.34,16.14,11.8,3601.96
40.69,15.81,11.56,3690.65
40.87,15.48,11.33,3964.1
40.73,14.99,10.99,4170.65
40.16,14.58,10.7,4113.89
39.13,15.36,11.26,3862.93
37.37,18.06,13.49,3566.74
35.44,19.26,14.44,3536.21
34.19,19.43,14.59,3845.6
33.36,19.19,14.36,4200.04
32.44,18.93,14.12,4638.97
31.51,18.63,13.85,4890.37
30.58,18.68,13.9,4153.5
30.13,18.72,13.96,2985.5
29.13,18.84,14.07,3027.25
27.66,18.88,14.05,3089.75
26.44,19.55,14.64,2928
26.04,21.56,16.59,2795.25
27.33,20.19,15.22,2705.25
28.32,19.94,14.96,2669.25
30.83,18.89,14.01,2749
32.92,17.32,12.67,2858.25
33.68,16.76,12.23,2993
34.35,16.25,11.83,3193.75
34.96,15.7,11.43,3183.5
35.34,15.1,10.99,3158.5
35.25,14.57,10.62,3260.5
35.01,14.04,10.28,3287.5
34.57,13.56,9.96,3218.75
33.61,14.31,10.48,3113.75
31.75,17.13,12.62,3067.5
30,17.37,12.76,3242
28.98,17.71,13.02,3405.25
28.5,17.25,12.63,3728.5
28.11,17.09,12.5,3977.25
27.68,16.82,12.29,3963.68
27.16,16.72,12.21,3872.75
26.57,16.63,12.15,3657.25
26.06,16.78,12.26,3454.25
25.67,17.25,12.64,3279.25
25.31,17.5,12.83,3132.75
25.55,17.82,13.09,2967.75
27.02,15.3,11.12,2902.75
29.55,14.64,10.66,2884.5
33.14,13.63,9.97,2909.75
34.67,14.79,10.75,3163.5
35.92,15.62,11.34,3335
36.91,16.05,11.67,3438
37.72,16.17,11.78,3498.25
38.14,16.03,11.67,3524
38.06,15.52,11.32,3686.25
37.5,15.01,10.94,3707.75
36.6,14.91,10.87,3624.25
35.4,15.83,11.54,3402.5
33.58,19.16,14.3,3200.25
32.46,19.17,14.25,3233
31.32,19.65,14.68,3363.75
30.31,19.45,14.49,3576.25
29.44,19.02,14.1,3906.75
28.77,18.69,13.81,4111.25
28.39,18.52,13.66,4025.75
27.96,18.32,13.5,3813.75
27.59,18.51,13.66,3586.75
27.28,18.96,14.06,3404.5
27.07,18.82,13.93,3256
26.97,18.27,13.47,3094.75
27.33,17.58,12.86,2991
29.35,17.37,12.68,2957.25
31.42,16.81,12.23,2982.25
33.08,16.07,11.67,3228.75
34.42,15.47,11.22,3460.25
35.78,15.17,11,3534.5
36.74,14.99,10.9,3664.5
37.16,14.99,10.9,3694.25
37.3,15.11,11,3976.25
37.23,15.37,11.19,4090
36.7,15.64,11.38,4029.5
35.66,16.56,12.08,3798.5
33.53,19.91,14.98,3563
32.26,19.98,14.99,3636.25
31.5,20.09,15.08,3909.25
30.77,20.29,15.27,4204.75
30.09,20.44,15.4,4571
29.45,20.23,15.21,4589
28.82,19.67,14.69,4478.75
28.1,19.15,14.22,4250.25
27.35,18.69,13.8,4011.5
26.57,18.36,13.52,3808
25.95,18.22,13.41,3630.25
26.39,18.32,13.47,3412.5
28.21,17.26,12.59,3285
31.29,17.11,12.47,3236.5
35.18,16.09,11.67,3242.75
36.76,16.41,11.91,3478
37.9,16.7,12.14,3668.75
38.82,16.9,12.31,3808.25
39.43,16.99,12.39,4007.5
39.79,16.99,12.39,4054.75
39.77,16.91,12.36,4343.5
39.43,16.77,12.25,4479.75
38.74,16.57,12.1,4269.25
37.55,17.16,12.56,3497.75
35.5,20.69,15.76,3313
34.56,20.6,15.62,3158.25
33.89,20.81,15.84,3273.75
32.85,21.26,16.29,3512.25
31.72,21.43,16.5,3859.25
30.73,21.4,16.46,4008
29.9,21.29,16.34,3917.5
29.14,21.33,16.37,3742
28.52,21.22,16.23,3567.5
27.95,21.02,16.03,3388.5
27.44,20.68,15.69,3233
27.63,20.49,15.49,3080.75
29.1,18.62,13.75,2987.75
31.57,18.25,13.43,2924.5
34.83,17.71,12.98,2868.25
36.75,17.7,12.97,3036.25
37.93,17.77,13.02,3206.5
38.85,17.63,12.92,3155.25
39.48,17.45,12.78,3365.25
39.76,17.24,12.62,3437.25
39.76,17.07,12.5,3730.25
39.37,17.08,12.51,3841.75
38.68,17,12.44,3704.5
37.55,17.61,12.96,3224.75
35.88,20.59,15.72,3030
34.19,22.39,17.46,3141.75
32.94,22.05,17.08,3343.75
31.88,21.69,16.7,3596.75
31,21.37,16.37,3849.25
30.26,21.28,16.27,4026.25
29.5,21.44,16.43,3925
28.75,21.64,16.64,3921.5
28.1,21.85,16.86,3728
27.54,22.06,17.08,3549.75
27.06,22.21,17.24,3370.5
27.36,22.34,17.36,3195.25
28.71,22.05,17.04,3073.5
31.72,20.25,15.32,2988.5
34.7,16.81,12.29,2892.5
36.16,15.5,11.27,2954.75
37.11,15.34,11.15,3078
38.02,15.27,11.1,3195
38.75,15.31,11.14,3339
39.12,15.39,11.21,3454.5
39.26,15.36,11.19,3761.5
39.16,15.09,11.01,3887.75
38.56,14.94,10.91,3792.5
37.34,15.93,11.63,3611.5
34.67,19.93,15.03,3424.75
33.83,19.85,14.92,3540.75
33.69,19.17,14.28,3935.5
33.13,18.99,14.13,4387.5
32.21,19.21,14.32,4808.25
31.13,19.17,14.28,4924.75
29.96,19.43,14.53,4697.5
28.98,19.49,14.58,4426.25
28.28,19.51,14.6,4175.75
27.76,19.7,14.77,3954
27.35,19.92,14.97,3768.25
28.05,20.32,15.34,3563.5
30.28,19.87,14.91,3433.25
33.57,19.52,14.6,3386.5
36.97,18.29,13.49,3419.75
38.51,18.28,13.49,3783.75
39.73,18.47,13.65,4142
40.65,18.5,13.69,4311.75
41.34,18.36,13.58,4431.5
41.68,18.11,13.38,4605
41.66,17.72,13.07,4911.5
41.14,17.53,12.91,5017
40.2,17.57,12.95,4872.25
38.64,18.63,13.85,4501.5
35.88,20.72,15.79,4173
34.33,21.15,16.2,4202.5
33.54,21.15,16.19,4485
32.71,20.89,15.92,4954.5
32.06,20.35,15.4,5409.25
31.25,19.77,14.85,5486.25
30.55,19.39,14.52,5194
29.96,19.2,14.35,4974.5
29.54,19.07,14.23,4748.5
29.28,18.9,14.08,4500.75
29.06,18.73,13.92,4257.25
29.62,18.6,13.8,3951.25
31.6,18.44,13.66,3740.25
34.4,18.53,13.73,3656.25
38.14,17.58,12.93,3675.5
39.91,17.57,12.91,4012.25
40.97,17.76,13.08,4392.75
41.76,17.84,13.16,4635
42.33,17.78,13.11,4848.75
42.61,17.56,12.94,5123.75
42.49,17.28,12.71,5487.25
42.15,17.02,12.52,5543.75
41.43,16.88,12.42,5253.25
39.82,17.95,13.3,4753.5
36.53,20.14,15.26,4426.5
34.79,20.33,15.42,4555.75
33.98,20,15.11,4911
33.25,19.33,14.49,5443.75
32.65,18.64,13.86,5801.5
32.14,18.03,13.34,5797.82
31.72,17.59,12.98,5580.75
31.26,17.35,12.78,5298.5
30.76,17.36,12.79,5030.25
30.23,17.56,12.96,4802.25
29.69,17.89,13.23,4529.75
29.74,18.25,13.53,4241
31.41,18.66,13.87,4038.5
34.48,18.94,14.11,3911.25
37.18,19.37,14.5,3965.75
39.07,19.72,14.82,4344.5
40.68,19.59,14.71,4781.25
41.71,19.43,14.56,5059
42.45,19.34,14.5,5409.75
42.8,19.16,14.35,5657.5
42.83,18.87,14.09,6024
42.56,18.59,13.86,6080.5
41.83,18.52,13.79,5860.5
40.5,19.57,14.75,5383
37.93,23.14,18.4,4940.25
36.92,22.54,17.72,4952
36.03,22.25,17.38,5324
34.79,21.87,16.98,5834.5
33.62,21.16,16.25,6186.25
32.61,20.32,15.43,6230.75
31.69,19.56,14.72,5998.75
30.87,19,14.2,5748
30.12,18.63,13.87,5482.75
29.4,18.56,13.82,5248.25
28.64,19.02,14.21,5006.75
28.95,19.78,14.91,4669.25
30.89,19.73,14.87,4415
33.55,19.85,14.96,4288.75
35.86,19.87,14.97,4340.25
37.64,19.87,14.95,4721.75
39.2,19.89,14.98,5161.75
40.24,19.99,15.09,5437.25
40.97,20.11,15.21,5719.75
41.29,20.24,15.36,5913.75
41.25,20.29,15.41,6318
41.08,20.23,15.36,6382
40.64,20.24,15.37,6067.5
39.39,20.86,15.99,5584.5
37.13,21.97,17.12,5014.5
34.78,22.81,18.03,4885.5
32.92,22.87,18.07,5058
31.6,22.83,18.01,5434.25
30.64,22.73,17.89,5537.25
29.95,22.67,17.82,4595
29.41,22.73,17.9,4749
28.93,22.95,18.14,4681
28.4,23.19,18.41,4467
27.85,23.35,18.6,4244.5
27.41,23.47,18.72,4053.75
27.46,23.44,18.69,3801.5
28.44,23.28,18.48,3650.25
30.23,22.9,18.06,3636.75
32.53,22.33,17.44,3752.75
34.75,21.41,16.48,4165
36.85,20.47,15.54,4563.25
38.37,19.71,14.82,4829.25
39.51,19.21,14.39,4951
40.29,18.78,14.02,5218
40.58,18.57,13.85,5626.75
40.47,18.67,13.94,5779.5
39.79,18.91,14.15,5584.25
38.28,19.92,15.09,5162.25
35.64,21.35,16.5,4696.75
33.56,21.81,16.94,4653
32.12,22.28,17.41,4906.75
31.17,22.52,17.67,5336
30.46,22.65,17.8,5716
29.91,22.72,17.88,5779.75
29.4,22.78,17.96,5537.75
28.94,22.83,18.01,5249.75
28.57,22.88,18.06,4973.75
28.23,22.92,18.1,4714.25
27.94,22.95,18.14,4487.5
28.2,22.98,18.16,4199.75
30.12,22.76,17.91,4007.5
33,22.36,17.46,3943
35.72,21.96,17.04,3909.75
38.02,21.29,16.34,4110.5
39.54,20.56,15.63,4433
40.24,20.09,15.18,4592.5
40.68,19.79,14.91,4744.25
40.81,19.68,14.81,4854.75
40.48,19.74,14.88,5214.5
39.92,19.84,14.97,5129.5
38.87,20.25,15.37,4791.75
37.36,21.52,16.64,4373
35.06,22.53,17.72,4047.25
33.29,22.48,17.66,4116.5
31.76,22.85,18.01,4176.5
30.67,23.31,18.49,4171.75
29.95,23.54,18.74,4527.5
29.33,23.58,18.78,4698.15
28.57,23.52,18.72,4602
27.74,23.37,18.56,4441
27.06,23.35,18.53,4268.5
26.61,23.46,18.66,4069
26.3,23.61,18.81,3876
26.5,23.68,18.91,3655.25
28.24,23.36,18.54,3492
30.8,22.97,18.11,3437.25
33.03,23.08,18.23,3381.25
34.66,23.36,18.53,3553.75
36.05,23.31,18.49,3757.25
37.12,22.82,17.94,3919.5
37.26,22.49,17.61,3818.75
37.14,22.33,17.45,3838.5
37.15,21.98,17.09,4096.25
36.77,21.74,16.83,4174
36.27,21.7,16.8,4128.25
35.45,22.18,17.32,4038.5
34.04,23.9,19.29,3906.25
32.79,24.94,20.53,3975.5
32.13,24.82,20.36,4201
31.48,24.72,20.2,4568.5
30.85,24.53,19.96,4941.75
30.26,24.24,19.6,5073.5
29.63,23.85,19.14,4868.5
29.01,23.3,18.5,4615.25
28.47,22.75,17.89,4371
28.12,22.31,17.42,4142.25
28,21.64,16.72,3922.5
28.56,21.82,16.91,3693.5
30.24,20.34,15.42,3567
32.9,19.29,14.42,3579.5
34.62,18.18,13.45,3693.25
36.01,17.01,12.5,4144.5
37.23,16.04,11.74,4586.75
38.03,15.35,11.24,4802
38.62,15.08,11.06,4942.25
39,14.95,10.97,5004.5
39.21,14.7,10.8,5299
38.94,14.36,10.57,5426.75
38.2,14.16,10.45,5291
36.83,15.25,11.23,4925.5
33.94,19.16,14.4,4534
32.67,19.47,14.67,4473.5
32.59,18.94,14.18,4712.75
32.6,17.92,13.3,5129.5
32.29,17.13,12.63,5559.5
31.48,16.74,12.33,5628.25
30.32,16.91,12.47,5362.5
28.85,18.2,13.55,5053
27.65,18.81,14.08,4786.25
26.88,19.07,14.29,4516
26.32,19.2,14.4,4277.75
26.73,19.4,14.59,4017.25
28.29,18.5,13.77,3832
31.47,17.88,13.23,3787.25
34.09,17.73,13.11,3853.75
36.03,17.83,13.2,4254.5
37.6,18.14,13.47,4698.25
38.86,18.44,13.74,4944.75
39.78,18.41,13.71,5133.75
40.24,18.14,13.5,5267
40.08,17.74,13.18,5655.75
39.52,17.35,12.85,5692
38.5,17.05,12.61,5287.25
36.95,17.56,13.02,4909.5
34.24,19.93,15.13,4363.25
32.62,20.29,15.47,4149.25
31.9,20.39,15.53,4219
31.52,20.46,15.59,4593.25
31.84,19.57,14.77,5032.25
31.61,19.06,14.36,5139.25
30.15,19.79,15,4931.25
29.52,19.82,15.02,4670.5
29.12,19.85,15.05,4414.25
28.84,20.19,15.37,4194.75
28.36,20.72,15.85,4000.75
27.92,20.57,15.67,3795
27.85,19.83,14.94,3707.5
29.14,19.69,14.8,3692.25
30.84,19.61,14.72,3769.5
32.48,19.85,14.94,4161.75
33.88,20.17,15.24,4548.75
35,20.34,15.4,4705
35.72,20.27,15.36,4737.25
36.13,20.05,15.16,4559
36.25,19.76,14.88,4866.25
36.1,19.45,14.6,5067.75
35.58,19.22,14.4,5000
34.8,19.1,14.29,4735
33.65,20.34,15.49,4405.5
32.32,22.07,17.24,4332.5
31.48,22.19,17.33,4430.25
30.67,22.26,17.38,4753
29.94,22.09,17.18,5125.25
29.24,21.9,16.96,5229.75
28.58,21.68,16.74,4998.5
28,21.5,16.56,4739.75
27.53,21.43,16.47,4531.5
27.2,21.44,16.49,4313
26.91,21.44,16.48,4087.25
27.66,21.49,16.55,3852.5
29.9,21.05,16.08,3720.25
33.03,20.45,15.49,3735.75
34.7,20.07,15.13,3885.25
35.12,20.39,15.44,4340.5
35.51,20.35,15.41,4604.5
35.76,20.18,15.26,4678.75
35.84,20.12,15.23,4722
35.75,20.09,15.21,4708.75
35.5,19.98,15.11,5028
35.04,19.88,15.02,5130.5
34.25,19.91,15.06,4992.75
